,asin,product,date,verified,title,desc,reviewer_name,rating
26,B07MQ8YRF3,null,"August 1, 2020",Verified Purchase,"
Will not fit all applications
","

  After receiving my order I attempted to install a pair of these in a power toothbrush that uses AA batteries.  While Duracells work perfectly, I was surprised that these did not fit. Upon taking a measurement as shown in the images, I found that these are just enough oversized that they will not fit this application.  Not sure about others but you can see the comparison to a standard Duracell AA.  While they would be good for most applications, if a close fit is required, they may not be the battery of choice. (Sorry to write this but as a former product development specialist I thought it best to pass this on).

",J. Wellington,3.0
27,B07MQ8YRF3,null,"August 1, 2020",Verified Purchase,"
Will not hold a charge!
","

  Batteries work good until you recharge then once or twice. Then the batteries will not hold a charge for more then a few hours. Would not recommend or but again. You pay for what you get. Would buy another brand of rechargeable batteries next time.

",The Burdett's,1.0
28,B07MQ8YRF3,null,"July 30, 2020",Verified Purchase,"
These arent' the batteries you need...
","

  I charged these up to run micro-LED decorative lights, (the kind that are tiny lights on a thread-like wire).  Conventional batteries last for WEEKS in this application.  I'm lucky to get two evenings out of these rechargables.  Don't get them.

",Brion Bell,1.0
29,B07MQ8YRF3,null,"July 29, 2020",Verified Purchase,"
Very happy working great. As good as enloop.
","

  These are great. Well so far, they charge in the same amount of time as enloop batteries and so far are lasting as long. For the price I will order again.

",Fullerton,5.0
30,B07MQ8YRF3,null,"July 29, 2020",Verified Purchase,"
BE AWARE: neither your device nor the cell may be faulty
","

  Because the cell case is slightly longer than is typical, the positive terminal nub will not connect with a contact that is slightly recessed in a device. Otherwise, the cells all arrived with a proper charge and have been performing satisfactorily in other devices for several months. If any problems occur in the future, I will update.

",Damian H.,4.0
31,B07MQ8YRF3,null,"July 29, 2020",Verified Purchase,"
flash light and Game camera
","

  I bought these to stop wasting money on alkaline batteries. Some of my game cams eat up alkaline batteries fast. These are far better. I would recommend them.

",Amazon Customer,5.0
32,B07MQ8YRF3,null,"July 29, 2020",Verified Purchase,"
Great life
","

  Great life of battery

",Kyle,5.0
33,B07MQ8YRF3,null,"July 28, 2020",Verified Purchase,"
Not a total success, but not a total failure
","

  The batteries did not fit the compartment on my Magic Mouse. They promptly refunded me.

",lazy lightnin',3.0
34,B07MQ8YRF3,null,"July 27, 2020",Verified Purchase,"
Works just as good as the Energizer rechargeables
","

  Works just as good as the Energizer rechargeable batteries. I have not had an issue with them yet.

",Rocky Pittie,5.0
35,B07MQ8YRF3,null,"July 27, 2020",Verified Purchase,"
Average product
","

  It doesn’t last long when fully charged  like conventional batteries

",Amazon Customer,3.0
36,B07MQ8YRF3,null,"July 25, 2020",Verified Purchase,"
CAREFUL AA can get stuck wedged it is wider then typical batteries
","

  BE WARNED battery is a fraction WIDER then a typical non recharging  AA have to use a tool to extract it from some items . photo shows stuck while normal batter slides outthe skin black label is soft and tears scratches easybattery may get wedged is toys that normal AA batteries slide in easily

",SaY,4.0
37,B07MQ8YRF3,null,"July 25, 2020",Verified Purchase,"
BEWARE OF GARBAGE
","

  These batteries DO NOT WORK!!! DON'T WASTE YOUR MONEY ON CRAP!!!! I bought these for my son's toys and NONE OF THEM CHARGE OR WORK!!!! ABSOLUTE CRAP AND USELESS!! If you can't tell I'm highly upset at these pieces of absolute JUNK!!!

",Heather,1.0
38,B07MQ8YRF3,null,"July 23, 2020",Verified Purchase,"
Recommended
","

  Great customer service and the batteries are worth it! Definitely recommend

",Ashley,5.0
39,B07MQ8YRF3,null,"July 23, 2020",Verified Purchase,"
did not work on my sphere lights
","

  I have numerous lights that I have on 6 hour timers.  One group of lights are sphere round lights.All of my other batteries work in those lights, except these. Therefore, now I have to pay closeattention which lights go with these batteries.Would not buy again. I have enough things to worry about, and this should not be a problem.

",Becky ,2.0
40,B07MQ8YRF3,null,"July 23, 2020",Verified Purchase,"
we will find out
","

  I do not know. check back after I have recharged them a few times.

",Jesse Bergeman,3.0
41,B07MQ8YRF3,null,"July 23, 2020",Verified Purchase,"
Ok product
","

  They do charge ok so happy.

",James C.,5.0
42,B07MQ8YRF3,null,"July 21, 2020",Verified Purchase,"
Great quality product
","

  Batteries charged and worked reliably right out of the box.

","Sheila, CA",5.0
43,B07MQ8YRF3,null,"July 21, 2020",Verified Purchase,"
DON’T WASTE YOUR MONEY!!
","

  I’m not sure where all of the positive reviews came from but you’ll be lucky to get a week out of a battery.  Just today I put a new fully charged battery into a wall clock.  It lasted 4 hours!

",Carla Gonzalez,1.0
44,B07MQ8YRF3,null,"July 20, 2020",Verified Purchase,"
Don't fully charge
","

  Somewhat disappointing. I bought these as well as the AAA (same brand) and use a battery meter after to see charge. NONE charge all the way. About 60% it seems. Either that, or they provide alot less power than standard batteries. Pretty disappointed.

",Terrence J. Gold,3.0
45,B07MQ8YRF3,null,"July 20, 2020",Verified Purchase,"
Battery
","

  Works great. And good price. Have used these for a couple of weeks now.Fast charger and long lasting.

",Gary,5.0
46,B07MQ8YRF3,null,"July 19, 2020",Verified Purchase,"
Dont buy
","

  Dont buy these battery, they lose charge within 3 days

",Kevin P.,1.0
47,B07MQ8YRF3,null,"July 19, 2020",Verified Purchase,"
Great value
","

  A much better than an average rechargeable battery.  I look forward to many years of repeated use.

",Doug C. Hoover,4.0
48,B07MQ8YRF3,null,"July 18, 2020",Verified Purchase,"
Powerowl AA batteries
","

  Arrived in a timely fashion, exactly as described, excellent product. Thanks for a smooth transaction!

",Nelson Lee Wilson,5.0
49,B07MQ8YRF3,null,"July 17, 2020",Verified Purchase,"
price is decent but the batteries are exceptional
","

  These are some of the best batteries I have ever used. Other brands I have got will have up to half the batteries not work right out of the package, these all 100% work great! Other brands I have got claim to be 2800 mAh but then they are not near as good as these. This is the brand to go with. The price is decent but the batteries are exceptional.

",Jacob,5.0
50,B07MQ8YRF3,null,"July 16, 2020",Verified Purchase,"
Work great
","

  Recomended

",Donzebe,5.0
51,B07MQ8YRF3,null,"July 15, 2020",Verified Purchase,"
Does not last one hour per charge dar less
","

  As it started it will last one hour per charge it far less than that on a  remote control toy car

",poor,3.0
52,B07MQ8YRF3,null,"July 15, 2020",Verified Purchase,"
Convenient and ecological
","

  Saves environment.  Convenient always having charged batteries.  Should be noted that the batteries are slightly bigger in diameter than traditional batteries.  Notr am issue for most devices.

",CDog,5.0
53,B07MQ8YRF3,null,"July 15, 2020",Verified Purchase,"
Good batteries, good Value
","

  Excellent capacity and life.  Great value.  I have not encountered any situations that make the costlier Eneloops better than these.  I do charge them in Eneloop smart chargers on a regular basis, and all my NiMH batteries hold better capacity when used and charged regularly.  They seem to break down faster if they sit unused, even my eneloops.

",GHMINI,5.0
54,B07MQ8YRF3,null,"July 15, 2020",Verified Purchase,"
As good as expected. No surprises.
","

  Good fit. Strength and longevity as expected. Low price.

",Dan,4.0
55,B07MQ8YRF3,null,"July 14, 2020",Verified Purchase,"
So far so good
","

  So far so good Is all I can say at this time. I have only a four rating because I have noticed they are a touch wider that other rechargeables. So if it is a tight holder they may not fit.

",David,4.0
56,B07MQ8YRF3,null,"July 13, 2020",Verified Purchase,"
Great batteries
","

  I love having rechargeable batteries and these ones work really well. They charge great and keep a charge for a long time. I haven’t had them very long yet, so not sure how much the battery life will decrease over time. But so far so good!

",Morgan,5.0
57,B07MQ8YRF3,null,"July 12, 2020",Verified Purchase,"
delivers great energy!!
","

  first of all this is really good for the environment. Also, you only have to charge it once or twice in three months which lasts very long. it takes only about half a day to charge it. after using it 10 times, it still has enough energy. The charger is also the right size for you to put it in luggage when you’re traveling.

",Jeffery jeff,5.0
58,B07MQ8YRF3,null,"July 11, 2020",Verified Purchase,"
Charge Capacity Actually in the 2100s, NOT 2800 mAh - Think They'll Really Last 1200+ Cycles?
","

  Rechargeable batteries are a very easy product for a manufacturer/seller to lie about. Most people do not have battery testers, and YES, these POWEROWL batteries do actually recharge and discharge! That's all most customers know about them.The product description currently says this: ""Note: Please charge fully before use, as we only charge the batteries to 20% for shipping safety purpose. Batteries will reach top performance after 3-5 times fully charge cycles ""The photo showing my POWEROWL ""2800mAh"" AAs was taken at the completion of a sixth complete charge/discharge/charge cycle. I performed my tests before using the batteries for anything else. These batteries should be in their absolute prime. All of mine that I tested came in in the 2100s, between 75-78% of the advertised capacity. Based on other cheap ""high capacity"" rechargeable batteries I've bought from generic brands which have failed after dozens of cycles, I seriously doubt the POWEROWLs would last anywhere near the advertised 1200 charge cycles.For comparison, see the photo of my Panasonic ENELOOP batteries I purchased in 2016. They all charge to the 2500s, as advertised, and have been in use continuously since purchased. I have little doubt the Panasonic batteries will last for as many charge cycles, on average, as Panasonic advertises.If you can't trust POWEROWL about something easily testable like the capacity (see other reviewers who have found the capacity to be just as poor), why would you trust them that their batteries will last 1200+ charge cycles?I am returning the batteries. I suggest you buy Panasonic or Duracell rechargeables, which are actually high-capacity. Panasonic and Duracell are accountable companies who will not blatantly lie about their products, unlike faceless FBA sellers who do so much business thanks to lower prices that my return will do them no harm. Maybe my review will make a slight difference. It's not just about capacity, but the reliability you can expect from something sold by a company like this.

",J.,1.0
59,B07MQ8YRF3,null,"July 10, 2020",Verified Purchase,"
Good value.
","

  Works well. Don’t need to buy battery for a long time.

",co2smoke,5.0
60,B07MQ8YRF3,null,"July 9, 2020",Verified Purchase,"
rechargeable
","

  great rechargeable battery.I don't need to buy batteries again

",young w chae,5.0
61,B07MQ8YRF3,null,"July 9, 2020",Verified Purchase,"
Need way to return failed batteries warranty
","

  I purchased two packs of these. They were selected based on high ampere hour ratings. I only installed 3 in led lights and another 3 in another set of led lights. They do not last as long as duracels and two have failed after first use (shorted and will not charge). I was careful not to discharge to 0v

",Frances L.,1.0
62,B07MQ8YRF3,null,"July 7, 2020",Verified Purchase,"
Great deal
","

  Great deal, the price is very good for this number of batteries and the batteries are good quality and long lasting.

",Ari - NYC,5.0
63,B07MQ8YRF3,null,"July 7, 2020",Verified Purchase,"
So far so good!
","

  Haven't had the batteries in use long enough to date their longevity nor anything else. They all charged and seem to be working well.

",Kindle Customer,5.0
64,B07MQ8YRF3,null,"July 6, 2020",Verified Purchase,"
great
","

  great

",Mama0409,5.0
65,B07MQ8YRF3,null,"July 5, 2020",Verified Purchase,"
Works well
","

  Works well so far

",ink_tester,5.0
66,B07MQ8YRF3,null,"July 5, 2020",Verified Purchase,"
Won't hold a charge
","

  I normally don't submit highly negative reviews, but these batteries can't hold a charge.  My voltage tester shows both the AA and AAA dropping power quickly within days after charging.  After a year have bad ones to throw out.  Recommend avoiding.

",Brian,1.0
67,B07MQ8YRF3,null,"July 5, 2020",Verified Purchase,"
Unreliable
","

  I purchased these together with a powerowl 8 bay charger. At first, everything seemed fine but after a short while, when I would insert the dead batteries into the charger, instead of the light showing red like its supposed to, it would show green but with a flashing red as well. The green is supposed to mean charged and ready. The flashing red is supposed to mean the battery is defective. Both together, is a mystery to me.I reached out to the company and complained about the batteries already being dead and they asked me to submit a video. When I finally got around to sending them the video, it must have been past the return window because I never heard from them again.I use 6 of these at a time in a touchless trash can and because of the defective batteries in the mix, I only get about 2 days worth of use versus 2-3 weeks with regular batteries. I have put these into an Xbox controller and they lasted literally 1 minute.If I needed batteries for something important like a flashlight or something, it would NOT be these. Just too unpredictable.

",C. Hample,2.0
68,B07MQ8YRF3,null,"July 4, 2020",Verified Purchase,"
Not as advertized
","

  These batteries have been charged several times now and they do not perform any better than the old rechargeable energizer batteries they were replacing.  A fully charged powerowl battery is at half strength (using a meter) after only 30 days just sitting on the shelf.  These are not high capacity or long shelf life batteries.  Useless and too late to return.

",Scott,1.0
69,B07MQ8YRF3,null,"July 3, 2020",Verified Purchase,"
not all batteries are good.
","

  One battery stopped charging after second use from set.

",Amazon Customer,3.0
70,B07MQ8YRF3,null,"July 2, 2020",Verified Purchase,"
A couple cycles in and life seems great
","

  I have an eneloop charger which was purchased when my son got his xbox so that we could use rechargeable batteries more often... I've since slowly started to acquire more and more and use them elsewhere around the house, such as my shower radio, hair trimmer, remote controls, clocks, etc...The eneloop batteries are fantastic. So far, a few cycles in for the radio, a flashlight, and the life of the powerowl batteries is great as well. The powerowl are 2800mAh, compared to the eneloop @ 2000mAh, but those are also two years and maybe 15-20 full cycles into their life. That's still young, so I'm plenty happy with the comparison.The powerowl came in a pack of 16 for $27, so roughly $1.70 per battery. Originally, the eneloop's came in a set with the charger and some AAA batteries as well, but to buy them now (the latest gen is what's available to compare), they cost $3.25 per battery.If I continue to get this kind of life from a battery with consistent power for just over half the price, I'll order more AAA and maybe see if they have 9v options for things like garage door remotes and smoke detectors. I hate throwing away batteries after 6mo out of precaution from a detector when I could recharge instead. I currently have a stack of 9v batteries sitting waiting to be needed in the remotes because they last much longer. Since all my detectors are hardwired and linked, I could probably leave them in for a year or even 18-24mo and be safe, but it's just a habit that's better to maintain. If I eventually switch to powerowl brand rechargeables for anything else where my current stash of eneloop won't cover it, the current testing has me confident that they'll work just fine.Also, I read some things about the powerowl charger itself that weren't very flattering... Using the powerowl batteries with the eneloop charger, they charge quickly and do not get too hot. I think the issues might be with that charger, not the cells themselves.I'll revisit this review in 6mo and again in 12mo to see if the current performance is maintained with reasonable longevity per their age and cycles at the time. For initial performance and cost per battery/cell, these powerowl batteries are great.

",Jeremy Bechtold,5.0
71,B07MQ8YRF3,null,"July 2, 2020",Verified Purchase,"
Looks long lasting
","

  Everytime my trimmer goes down , I had to rush to near by store and buy battery. I was thinking to buy a rechargeable battery for long time . This is my first experience with Nickel based battery . I did some online research and experts suggested these are better than lithium based . I used it for a week now on my wireless Mac keyboard and mouse . Battery is like 98% as of today . So I guess it's long lasting .I will definitely update it once I find something major .

",Tannu,5.0
72,B07MQ8YRF3,null,"July 1, 2020",Verified Purchase,"
Might as well have gotten regular batteries
","

  Honestly it’s not as powerful as I thought it’d be. It doesn’t last that long, and I charged it once but I feel like after charging, the longevity went down again. It’s not bad, but I’ll probably get new and better ones.

",Frances,3.0
73,B07MQ8YRF3,null,"June 30, 2020",Verified Purchase,"
Comparable to enloop.
","

  I own several enloop and energizer rechargeable batteries in the past. They are very good and can hold charge well. I typically get 200 pops out of my flashes per charge. These batteries got the same amount of pops out of my flashes for a lot cheaper. I am glad I got them.

",Din Bui,5.0
74,B07MQ8YRF3,null,"June 29, 2020",Verified Purchase,"
Adequate at best
","

  I wish I could leave a good review but these batteries last as long as the dollar store throw away kind ... They are just rechargeable.

",D. L. Fulks,2.0
75,B07MQ8YRF3,null,"June 29, 2020",Verified Purchase,"
Not worth the money.
","

  False advertising,  batteries do not meet the capacity  listed.

",Jeff,1.0
76,B07MQ8YRF3,null,"June 29, 2020",Verified Purchase,"
Ordered 3/6/20.  Many units no longer powering keyboards, mice 3 months later.
","

  So disappointed.  Complete waste of money.

",mr_particular,1.0
77,B07MQ8YRF3,null,"June 29, 2020",Verified Purchase,"
Not worth it, only charged once and were dead....DO NOT BUY
","

  These are horrible quality.  I have been using rechargeable batteries for a very long time.  They should be able to be recharged over and over again.  I had 1 that never worked, wouldn't charge.  Then had at least another 4 that would never take a second charge.  Of course the return window was closed by the time I went through the process of discovering this.  Will never use this brand again.

",Stacey Harris,1.0
78,B07MQ8YRF3,null,"June 29, 2020",Verified Purchase,"
highly recommend
","

  these are the best rechargeable batteries I have ever used

",Lyle Edwards,5.0
79,B07MQ8YRF3,null,"June 26, 2020",Verified Purchase,"
Saves money
","

  Money saver!

",CarrieAmazon Customer,5.0
80,B07MQ8YRF3,null,"June 24, 2020",Verified Purchase,"
Worth It!!
","

  Use These Quite Often For My Furbabies Toys..the ones Requiring Batteries. Very Awesome..Long Charge Hold and Best Ones I Have Found! Highly Recommend!

",Princess Peanut and Justify,5.0
81,B07MQ8YRF3,null,"June 24, 2020",Verified Purchase,"
power
","

  very satisfied.

",Anita Singleton,5.0
82,B07MQ8YRF3,null,"June 22, 2020",Verified Purchase,"
Good
","

  Good

",Jack,5.0
83,B07MQ8YRF3,null,"June 22, 2020",Verified Purchase,"
Outside use
","

  Seems to be working well

",Weedhopper,4.0
84,B07MQ8YRF3,null,"June 22, 2020",Verified Purchase,"
Don’t hold a charge
","

  Tried these because of lower price in our solar lights, going back to energizer,

",Jerry Smittkamp,2.0
85,B07MQ8YRF3,null,"June 22, 2020",Verified Purchase,"
great price
","

  so far not a bad choice

",Henry Zamarripa,5.0
86,B07MQ8YRF3,null,"June 22, 2020",Verified Purchase,"
So far these seem to be very good AA batteries.
","

  I have had zero issues so far using these batteries 8 at a time in a trail camera.

",ACesWylde,5.0
87,B07MQ8YRF3,null,"June 22, 2020",Verified Purchase,"
Batteries
","

  They work!

",Bruce Bundy,4.0
88,B07MQ8YRF3,null,"June 22, 2020",Verified Purchase,"
Too new to really evaluate
","

  I was asked to review....well, here it is. First inspection reveals normal looking batteries. Tried them and they worked. A test right out of the package shows they arrived with a charge. Insertion into equipment shows they work fine. I will put them in some solar lights to see how long they last and if they charge properly. Look for a later report.

",G-Man,5.0
89,B07MQ8YRF3,null,"June 21, 2020",Verified Purchase,"
Terrible!
","

  Terrible purchase. These things only work on half of my things that use AA...also they are slightly larger than normal AAs, so if the battery slot is semi tight these will get stuck and wrapping will scrap off

",Tony F.,1.0
90,B07MQ8YRF3,null,"June 20, 2020",Verified Purchase,"
Terrible. Don't buy.
","

  Terrible. I have had Eneloop and Amazon brand rechargeables and they always came pre charged and worked flawlessly over and over again.  This black battery did not come charged and did not hold a charge.  They are completely useless duds.

",Kiki,1.0
91,B07MQ8YRF3,null,"June 20, 2020",Verified Purchase,"
Positive Terminal too Short!
","

  Wanted these to work, but unfortunately I’ve found that they don’t work for most things I try to use them in.  The Positive terminal ‘nub’ is shorter than average, so it doesn’t make positive contact in at least 75% or more of the various things I’ve tried to use them in.  Not sure if I just got a bad batch or what, but it makes them quite useless if they can’t make contact to power things!

",Briana,2.0
92,B07MQ8YRF3,null,"June 18, 2020",Verified Purchase,"
So far so good. Time will tell
","

  As advertised. No complaints. I pair them with the matching charger. Happy.

",M Schmick,4.0
93,B07MQ8YRF3,null,"June 17, 2020",Verified Purchase,"
These seem to be good
","

  I've been in the process of replacing my rechargeable batteries and these appear to be a good value.  Time will tell if they hold up as long as my energizers.

",Corporal Clegg,5.0
94,B07MQ8YRF3,null,"June 15, 2020",Verified Purchase,"
Beware - Positive terminal too short to work in some items
","

  I bought these to put in some LED candles I have in my office but when I put them in the + side terminal in the battery was not long enough to make contact inside the unit. I have been able to use them in some other places but did just discover the same problem with my Apple mouse - these batteries will not work in the mouse because the plus post will not make contact inside the mouse. :(

",David Washburn,3.0
95,B07MQ8YRF3,null,"June 14, 2020",Verified Purchase,"
Long lasting batteries
","

  I bought these for my Canon Flash and it works very well. I've always used Duracell as my go-to flash batteries, but it doesn't last long and they are expensive. These batteries are high capacity (2800 mAh) which makes it last longer. Additionally, it's a pack of 16 batteries for such a low price. I am very satisfied with the purchase.

",Arth,5.0
96,B07MQ8YRF3,null,"June 13, 2020",Verified Purchase,"
Garbage!!!!
","

  Not so great. Don’t hold a charge. Don’t last long.

",Heather A Burgoyne,1.0
97,B07MQ8YRF3,null,"June 13, 2020",Verified Purchase,"
Love it 😍
","

  Never have to buy batteries again with this rechargable ones!

",Ms. Voong,5.0
98,B07MQ8YRF3,null,"June 13, 2020",Verified Purchase,"
THEY ARRIVE PARTIALLY CHARGED
","

  THESE NiMH CELLS ARE GOOD, THEY REALLY ARE 2800MaH.  IN RADIOS & FLASHLIGHTS, THEY LIVE UP TO THEIR RATINGS!

",Barry W.,5.0
99,B07MQ8YRF3,null,"June 12, 2020",Verified Purchase,"
Holds longer
","

  With my usage the normal battery gets discharged in 2-3 days, this one still show holding 50% charge after 5 days. Keeping charge for longer time. Good that I went for more Mah

",Meena G,5.0
100,B07MQ8YRF3,null,"June 11, 2020",Verified Purchase,"
Great value for the money
","

  I got these rechargeable batteries too run Puck lights in my RV I use them alot the batteries last unbelievably long

",Paul C.,5.0
101,B07MQ8YRF3,null,"June 11, 2020",Verified Purchase,"
THESE WON'T WORK WITH SOME (OR MANY?) DEVICES
","

  I bought these to use in my wifi linked door locks.  Charged them fully upon receipt and have tested them a few times and they do no work.  I can only presume it is because they are a lower no-load voltage than alkaline batteries, but it most certainly isn't enough to reach the threshold and start up what I got them for.  I followed up each test with a set of alkalines and the latter invariably worked.  I may use these in other AA applications, but I don't yet know if they'll work there either.  Mind you this is 16 batteries to choose from and test, so it wasn't just a fluke with one bad battery.  May want to check with manufacturer of whatever device you want to power up first.

",lynxpilot,1.0
102,B07MQ8YRF3,null,"June 10, 2020",Verified Purchase,"
Don’t waste your money. Spring for the brand name instead
","

  These are not 2800mAh batteries. I have some 1350mAh rechargeables from the brand that rhymes with stayovac that not only last longer but work better than these. For instance, I put 3 of these in a strand of string lights, the ones with the copper wire and they barely lit them up, put the  1350s in (which are not great batteries at all, the worst I’ve ever bought up until these) and they lit the strand like they should and I left both strands on for hours and within 2 hours, on a full charge, the strand of lights with these batteries were completely dead and the 1350s were just as bright as when I turned them on. You’re better off spending the extra money on brand names like the brand with the bunny or The brand that’s batteries are copper and black colored (my reviews always get flagged if I use brand names) I’ve bought a ton of off brands of rechargeables lately and none of them work as good as the brand names. If you need these for a tv remote that’s about all they’re good for... pretty disappointed in them, the reviews made them seem so promising. Definitely returning.

",Imogene,1.0
103,B07MQ8YRF3,null,"June 10, 2020",Verified Purchase,"
Nicely packaged!
","

  So far so good.

",Ronnie HALL,5.0
104,B07MQ8YRF3,null,"June 9, 2020",Verified Purchase,"
Ruins Xbox controllers
","

  Do not buy!!! Ruined 2 xbox controllers.  2 controllers  2 consoles 1 brand new the other elite controller.  After a few hours of gaming controller powers off and tries to reconnect.  Then begeins every 5 seconds.  After swapping out to other company's batteries problem still persists.  Do Not Buy!!!

",Amazon Customer,1.0
105,B07MQ8YRF3,null,"June 8, 2020",Verified Purchase,"
Long last
","

  Good batter it last long. I usually play game and was looking for good long last battery and got this one like it so far.

",Robin,5.0
106,B07MQ8YRF3,null,"June 8, 2020",Not Verified,"
Great Value
","

  Great Value, Item perfectly described, fast shipping.

",Amazon Customer,5.0
107,B07MQ8YRF3,null,"June 8, 2020",Verified Purchase,"
Good product...
","

  I have numerous remotes I use these for. They are long lasting.

",MorleyMarauder55,5.0
108,B07MQ8YRF3,null,"June 8, 2020",Verified Purchase,"
Good value
","

  So far so good

",Shane S,5.0
